id,source,target,size
21866,22366,22294,1
21867,22367,22366,1
21868,22368,22366,1
21869,22369,22366,1
21870,22370,22369,1
21871,22371,22369,1
21872,22372,22369,1
21873,22373,22369,1
21874,22374,22369,1
21875,22375,22366,1
21876,22376,22375,1
21877,22377,22366,1
21878,22378,22375,1
21879,22379,22377,1
21880,22380,22377,1
21881,22381,22377,1
21882,22382,22366,1
21883,22383,22382,1
21884,22384,22382,1
21885,22385,22382,1
21886,22386,22382,1
21887,22387,22386,1
21888,22388,22386,1
21889,22389,22382,1
21890,22390,22382,1
21891,22391,22382,1
21892,22392,22391,1
21893,22393,22391,1
21894,22394,22366,1
21895,22395,22276,1
21896,22396,22395,1
21897,22397,22396,1
21898,22398,22396,1
21899,22399,22396,1
21900,22400,22396,1
21901,22401,22395,1
21902,22402,22401,1
21903,22403,22402,1
21904,22404,22402,1
21905,22405,22401,1
21906,22406,22401,1
21907,22407,22401,1
21908,22408,22401,1
21909,22409,22401,1
21910,22410,22401,1
21911,22411,22401,1
21912,22412,22401,1
21913,22413,22401,1
21914,22414,22401,1
21915,22415,22395,1
21916,22416,22396,1
21917,22417,22416,1
21918,22418,22416,1
21919,22419,22395,1
21920,22420,22395,1
21921,22421,22395,1
21922,22422,22395,1
21923,22423,22421,1
21924,22424,22395,1
21925,22425,22424,1
21926,22426,22395,1
21927,22427,22395,1
21928,22428,22395,1
21929,22429,22395,1
21930,22430,22395,1
21931,22431,22395,1
21932,22432,22395,1
21933,22433,22431,1
21934,22434,22431,1
21935,22435,22276,1
21936,22436,22435,1
21937,22437,22416,1
21938,22438,22276,1
21939,22439,22276,1
21940,22440,22276,1
21941,22441,22276,1
21942,22442,22276,1
21943,22443,22276,1
21944,22444,22443,1
21945,22445,22443,1
21946,22446,22443,1
21947,22447,22443,1
21948,22448,22276,1
21949,22449,22448,1
21950,22450,22276,1
21951,22451,22450,1
21952,22452,22450,1
21953,22453,22276,1
21954,22454,22453,1
21955,22455,22453,1
21956,22456,22453,1
21957,22457,22453,1
21958,22458,22276,1
21959,22459,22272,1
21960,22460,22459,1
21961,22461,22459,1
21962,22462,22459,1
21963,22463,22459,1
21964,22464,22463,1
21965,22465,22272,1
21966,22466,22272,1
21967,22467,22466,1
21968,22468,21061,1
21969,22469,22466,1
21970,22470,21061,1
21971,22471,22466,1
21972,22472,21061,1
21973,22473,22466,1
21974,22474,21061,1
21975,22475,22466,1
21976,22476,21060,1
21977,22477,22272,1
21978,22478,21061,1
21979,22479,22477,1
21980,22480,22477,1
21981,22481,21061,1
21982,22482,22477,1
21983,22483,21061,1
21984,22484,22477,1
21985,22485,22272,1
21986,22486,22485,1
21987,22487,21061,1
21988,22488,22485,1
21989,22489,22488,1
21990,22490,22488,1
21991,22491,22485,1
21992,22492,22485,1
21993,22493,22485,1
21994,22494,21061,1
21995,22495,22485,1
21996,22496,22495,1
21997,22497,21061,1
21998,22498,22485,1
21999,22499,21060,1
22000,22500,22226,1
22001,22501,21061,1
22002,22502,22500,1
22003,22503,22502,1
22004,22504,22503,1
22005,22505,22503,1
22006,22506,22503,1
22007,22507,22503,1
22008,22508,22507,1
22009,22509,22503,1
22010,22510,18228,1
22011,22511,22503,1
22012,22512,22503,1
22013,22513,22503,1
22014,22514,22503,1
22015,22515,22503,1
22016,22516,22503,1
22017,22517,22516,1
22018,22518,22503,1
22019,22519,22503,1
22020,22520,22503,1
22021,22521,22503,1
22022,22522,22503,1
22023,22523,22502,1
22024,22524,22523,1
22025,22525,22523,1
22026,22526,22523,1
22027,22527,22523,1
22028,22528,22523,1
22029,22529,22523,1
22030,22530,22523,1
22031,22531,22523,1
22032,22532,22523,1
22033,22533,22523,1
22034,22534,22523,1
22035,22535,22523,1
22036,22536,21061,1
22037,22537,22523,1
22038,22538,22537,1
22039,22539,22537,1
22040,22540,22537,1
22041,22541,22537,1
22042,22542,22537,1
22043,22543,22500,1
22044,22544,21061,1
22045,22545,22543,1
22046,22546,22545,1
22047,22547,22545,1
22048,22548,22543,1
22049,22549,22543,1
22050,22550,22543,1
22051,22551,22550,1
22052,22552,22550,1
22053,22553,22543,1
22054,22554,22553,1
22055,22555,22553,1
22056,22556,22543,1
22057,22557,22543,1
22058,22558,21061,1
22059,22559,22543,1
22060,22560,22543,1
22061,22561,21061,1
22062,22562,22560,1
22063,22563,21061,1
22064,22564,22560,1
22065,22565,21060,1
22066,22566,22226,1
22067,22567,21061,1
22068,22568,22566,1
22069,22569,22566,1
22070,22570,22568,1
22071,22571,22568,1
22072,22572,22568,1
22073,22573,21061,1
22074,22574,22566,1
22075,22575,22574,1
22076,22576,21061,1
22077,22577,22566,1
22078,22578,21061,1
22079,22579,22566,1
22080,22580,21061,1
22081,22581,22566,1
22082,22582,21060,1
22083,22583,22226,1
22084,22584,22583,1
22085,22585,21061,1
22086,22586,22584,1
22087,22587,21061,1
22088,22588,22584,1
22089,22589,21061,1
22090,22590,22584,1
22091,22591,22584,1
22092,22592,22583,1
22093,22593,21061,1
22094,22594,22584,1
22095,22595,21061,1
22096,22596,22583,1
22097,22597,21061,1
22098,22598,22584,1
22099,22599,21061,1
22100,22600,22583,1
22101,22600,22599,1
22102,22601,22600,1
22103,22602,22600,1
22104,22603,21061,1
22105,22604,22584,1
22106,22605,21061,1
22107,22606,22583,1
22108,22607,22606,1
22109,22608,22606,1
22110,22609,18347,1
22111,22610,21149,1
22112,22611,18347,1
22113,22612,22610,1
22114,22613,21061,1
22115,22614,22612,1
22116,22615,22612,1
22117,22616,22612,1
22118,22617,21061,1
22119,22618,22612,1
22120,22619,21061,1
22121,22620,22612,1
22122,22621,18347,1
22123,22622,22610,1
22124,22623,22622,1
22125,22624,22622,1
22126,22625,21060,1
22127,22626,21061,1
22128,22627,22624,1
22129,22628,21061,1
22130,22629,22624,1
22131,22630,22624,1
22132,22631,21061,1
22133,22632,22624,1
22134,22633,21060,1
22135,22634,22624,1
22136,22635,21060,1
22137,22636,21061,1
22138,22637,22624,1
22139,22638,21061,1
22140,22639,22624,1
22141,22640,21060,1
22142,22641,22624,1
22143,22642,21061,1
22144,22643,22641,1
22145,22644,21060,1
22146,22645,22622,1
22147,22646,21061,1
22148,22647,22645,1
22149,22648,21061,1
22150,22649,22645,1
22151,22650,22622,1
22152,22651,21061,1
22153,22652,22645,1
22154,22653,22645,1
22155,22654,21061,1
22156,22655,22645,1
22157,22656,22645,1
22158,22657,21061,1
22159,22658,22645,1
22160,22659,21061,1
22161,22660,22645,1
22162,22661,22645,1
22163,22662,22645,1
22164,22663,21061,1
22165,22664,22645,1
22166,22665,21061,1
22167,22666,22645,1
22168,22667,22666,1
22169,22668,21060,1
22170,22669,21061,1
22171,22670,22622,1
22172,22671,22670,1
22173,22672,22670,1
22174,22673,21061,1
22175,22674,22622,1
22176,22675,21060,1
22177,22676,22622,1
22178,22677,21061,1
22179,22678,22676,1
22180,22679,21061,1
22181,22680,22676,1
22182,22681,41232,1
22183,22682,40171,1
22184,22683,22682,1
22185,22684,22682,1
22186,22685,22682,1
22187,22686,22682,1
22188,22687,22682,1
22189,22688,11715,1
22190,22689,11715,1
22191,22690,11715,1
22192,22691,22690,1
22194,22692,20613,1
22193,22692,22690,1
22195,22693,41484,1
22196,22694,22693,1
22197,22695,21058,1
22198,22696,22693,1
22199,22697,41578,1
22200,22698,22696,1
22201,22699,22693,1
22202,22700,22693,1
22203,22701,22699,1
22204,22702,22699,1
22205,22703,22699,1
22206,22704,22699,1
22207,22705,22699,1
22208,22706,39802,1
22209,22707,22706,1
22210,22708,39802,1
22211,22709,22708,1
22212,22710,41578,1
22213,22711,22710,1
22214,22712,22710,1
22215,22713,41470,1
22216,22714,18969,1
22217,22715,22714,1
22218,22716,11715,1
22219,22717,21228,1
22220,22718,41044,1
22221,22719,22718,1
22222,22720,22718,1
22223,22721,22718,1
22224,22722,22718,1
22225,22723,22718,1
22226,22724,22718,1
22227,22725,22718,1
22228,22726,39783,1
22229,22727,22696,1
22230,22728,54648,1
22231,22729,20504,1
22232,22730,22729,1
22233,22731,22729,1
22234,22732,22729,1
22235,22733,22729,1
22236,22734,22729,1
22237,22735,18347,1
22238,22736,18347,1
22239,22737,22729,1
22240,22738,54654,1
22241,22739,22737,1
22242,22740,54654,1
22243,22741,22737,1
22244,22742,18347,1
22245,22743,22729,1
22246,22744,18347,1
22247,22745,22729,1
22248,22746,18347,1
22249,22747,22729,1
22250,22748,20501,1
22251,22749,22747,1
22252,22750,20501,1
22253,22751,22747,1
22254,22752,20502,1
22255,22753,22751,1
22256,22754,20502,1
22257,22755,22751,1
22258,22756,20502,1
22259,22757,22751,1
22260,22758,20502,1
22261,22759,22751,1
22262,22760,20501,1
22263,22761,22747,1
22264,22762,20502,1
22265,22763,22761,1
22266,22764,20502,1
22267,22765,22761,1
22268,22766,22765,1
22269,22767,20501,1
22270,22768,22747,1
22271,22769,22768,1
22272,22770,20501,1
22273,22771,22747,1
22274,22772,20502,1
22275,22773,22771,1
22276,22774,22773,1
22277,22775,20501,1
22278,22776,22747,1
22279,22777,22776,1
22280,22778,20502,1
22281,22779,22776,1
22282,22780,20501,1
22283,22781,22747,1
22284,22782,22781,1
22285,22783,22781,1
22286,22784,20501,1
22287,22785,22747,1
22288,22786,22785,1
22289,22787,20501,1
22290,22788,22747,1
22291,22789,20501,1
22292,22790,22788,1
22293,22791,22790,1
22294,22792,20502,1
22295,22793,22791,1
22296,22794,22791,1
22297,22795,22791,1
22298,22796,22790,1
22299,22797,22796,1
22300,22798,20502,1
22301,22799,22790,1
22302,22800,20502,1
22303,22801,22790,1
22304,22802,22790,1
22305,22803,20501,1
22306,22804,22790,1
22307,22805,20502,1
22308,22806,22804,1
22309,22807,20502,1
22310,22808,22804,1
22311,22809,20501,1
22312,22810,20502,1
22313,22811,22790,1
22314,22812,20501,1
22315,22813,22788,1
22316,22814,20501,1
22317,22815,22747,1
22318,22816,22815,1
22319,22817,20502,1
22320,22818,22815,1
22321,22819,23597,1
22322,22820,20501,1
22323,22821,22747,1
22324,22822,20501,1
22325,22823,22747,1
22326,22824,20501,1
22327,22825,22747,1
22328,22826,22747,1
22329,22827,20501,1
22330,22828,22826,1
22331,22829,20502,1
22332,22830,22826,1
22333,22831,20501,1
22334,22832,22747,1
22335,22833,22832,1
22336,22834,22832,1
22337,22835,20501,1
22338,22836,20502,1
22339,22837,22839,1
22340,22838,20502,1
22341,22839,22747,1
22342,22840,22839,1
22343,22841,20501,1
22344,22842,22747,1
22345,22843,20501,1
22346,22844,22826,1
22347,22845,23597,1
22348,22846,20502,1
22349,22847,22844,1
22350,22848,20501,1
22351,22849,22826,1
22352,22850,20502,1
22353,22851,22849,1
22354,22852,20502,1
22355,22853,22849,1
22356,22854,20502,1
22357,22855,22826,1
22358,22856,22747,1
22359,22857,18347,1
22360,22858,22729,1
22361,22859,18347,1
22362,22860,22729,1
22363,22861,20501,1
22364,22862,20502,1
22365,22863,22860,1
22366,22864,22860,1
22367,22865,22860,1
22368,22866,20501,1
22369,22867,20502,1
22370,22868,22860,1
22371,22869,18347,1
22372,22870,22729,1
22373,22871,20502,1
22374,22872,22870,1
22375,22873,18347,1
22377,22874,18537,1
22376,22874,22729,1
22378,22875,20501,1
22379,22876,20502,1
22380,22877,22874,1
22381,22878,20502,1
22382,22879,22878,1
22383,22880,22874,1
22384,22881,22874,1
22385,22882,20502,1
22386,22883,22874,1
22387,22884,20502,1
22388,22885,22874,1
22389,22886,18347,1
22390,22887,22729,1
22391,22888,20501,1
22392,22889,22887,1
22393,22890,20502,1
22394,22891,22889,1
22395,22892,20501,1
22396,22893,20501,1
22397,22894,22887,1
22398,22895,21254,1
22399,22896,20502,1
22400,22897,22894,1
22401,22898,20501,1
22402,22899,20502,1
22403,22900,22894,1
22404,22901,20501,1
22405,22902,20502,1
22406,22903,22894,1
22407,22904,22903,1
22408,22905,20502,1
22409,22906,22903,1
22410,22907,20502,1
22411,22908,22894,1
22412,22909,20501,1
22413,22910,22894,1
22414,22911,22894,1
22415,22912,22911,1
22416,22913,20501,1
22417,22914,20502,1
22418,22915,22912,1
22419,22916,20501,1
22420,22917,20502,1
22421,22918,20502,1
22422,22919,22912,1
22423,22920,20501,1
22424,22921,20502,1
22425,22922,22912,1
22426,22923,20502,1
22427,22924,22911,1
22428,22925,85751,1
22429,22926,20501,1
22430,22927,22911,1
22431,22928,20501,1
22432,22929,22894,1
22433,22930,20501,1
22434,22931,22887,1
22435,22932,22887,1
22436,22933,20501,1
22437,22934,20502,1
22438,22935,22932,1
22439,22936,20502,1
22440,22937,22932,1
22441,22938,20501,1
22442,22939,20502,1
22443,22940,22932,1
22444,22941,22932,1
22445,22942,20502,1
22446,22943,22729,1
22447,22944,20501,1
22448,22945,22887,1
22449,22946,20502,1
22450,22947,22945,1
22451,22948,20502,1
22452,22949,22945,1
22453,22950,20502,1
22454,22951,22894,1
22455,22952,18347,1
22456,22953,20501,1
22457,22954,22887,1
22458,22955,23597,1
22459,22956,22954,1
22460,22957,20502,1
22461,22958,22954,1
22462,22959,22954,1
22463,22960,20502,1
22464,22961,22954,1
22465,22962,22954,1
22466,22963,20502,1
22467,22964,22954,1
22468,22965,22954,1
22469,22966,22887,1
22470,22967,20501,1
22471,22968,22966,1
22472,22969,20502,1
22473,22970,20501,1
22474,22971,22966,1
22475,22972,20502,1
22476,22973,20501,1
22477,22974,22887,1
22478,22975,20501,1
22479,22976,22966,1
22480,22977,20502,1
22481,22978,22966,1
22482,22979,20501,1
22483,22980,20502,1
22484,22981,22887,1
22485,22982,22981,1
22486,22983,20501,1
22487,22984,22887,1
22488,22985,20501,1
22489,22986,20502,1
22490,22987,22966,1
22491,22988,18347,1
22492,22989,22729,1
22493,22990,20501,1
22494,22991,22989,1
22495,22992,22991,1
22496,22993,23608,1
22497,22994,22729,1
22498,22995,22994,1
22499,22996,22994,1
22500,22997,20501,1
22501,22998,20502,1
22502,22999,22991,1
22503,23000,22999,1
22504,23001,22999,1
22505,23002,22999,1
22506,23003,22999,1
22507,23004,20502,1
22508,23005,22991,1
22509,23006,20502,1
22510,23007,22991,1
22511,23008,20502,1
22512,23009,22991,1
22513,23010,20501,1
22514,23011,20502,1
22515,23012,22991,1
22516,23013,20502,1
22517,23014,20501,1
22518,23015,22991,1
22519,23016,20501,1
22520,23017,20502,1
22521,23018,22991,1
22522,23019,22991,1
22523,23020,20502,1
22524,23021,22991,1
22525,23022,22989,1
22526,23023,20501,1
22527,23024,23022,1
22528,23025,20502,1
22529,23026,23024,1
22530,23027,23024,1
22531,23028,23027,1
22532,23029,20502,1
22533,23030,23024,1
22534,23031,23027,1
22535,23032,23027,1
22536,23033,20502,1
22537,23034,23026,1
22538,23035,20502,1
22539,23036,23024,1
22540,23037,23024,1
22541,23038,22989,1
22542,23039,23022,1
22543,23040,20501,1
22544,23041,23022,1
22545,23042,20501,1
22546,23043,20502,1
22547,23044,23041,1
22548,23045,23041,1
22549,23046,20501,1
22550,23047,20502,1
22551,23048,23045,1
22552,23049,23041,1
22553,23050,20501,1
22554,23051,23022,1
22555,23052,20502,1
22556,23053,20502,1
22557,23054,20502,1
22558,23055,20501,1
22559,23056,22989,1
22560,23057,23597,1
22561,23058,20502,1
22562,23059,23056,1
22563,23060,20501,1
22564,23061,22989,1
22565,23062,20501,1
22566,23063,22989,1
22567,23064,20502,1
22568,23065,23063,1
22569,23066,20501,1
22570,23067,22989,1
22571,23068,20502,1
22572,23069,23067,1
22573,23070,23067,1
22574,23071,20501,1
22575,23072,23067,1
22576,23073,20502,1
22577,23074,23067,1
22578,23075,20502,1
22579,23076,23067,1
22580,23077,20502,1
22581,23078,23067,1
22582,23079,23067,1
22583,23080,23079,1
22584,23081,23067,1
22585,23082,23081,1
22586,23083,20502,1
22587,23084,23067,1
22588,23085,20502,1
22589,23086,23081,1
22590,23087,18347,1
22591,23088,20501,1
22592,23089,20502,1
22593,23090,22729,1
22594,23091,20502,1
22595,23092,23090,1
22596,23093,23090,1
22597,23094,20501,1
22598,23095,20501,1
22599,23096,20502,1
22600,23097,23090,1
22601,23098,23090,1
22602,23099,23090,1
22603,23100,20501,1
22604,23101,20502,1
22605,23102,20502,1
22606,23103,23090,1
22607,23104,18347,1
22608,23105,22729,1
22609,23106,23105,1
22610,23107,20501,1
22611,23108,23106,1
22612,23109,23108,1
22613,23110,20502,1
22614,23111,23109,1
22615,23112,20502,1
22616,23113,23109,1
22617,23114,20501,1
22618,23115,23106,1
22619,23116,20502,1
22620,23117,23115,1
22621,23118,20502,1
22622,23119,23117,1
22623,23120,20501,1
22624,23121,20502,1
22625,23122,23115,1
22626,23123,20501,1
22627,23124,23105,1
22628,23125,23124,1
22629,23126,20502,1
22630,23127,23124,1
22631,23128,23124,1
22632,23129,20502,1
22633,23130,23124,1
22634,23131,23130,1
22635,23132,18347,1
22636,23133,22729,1
22637,23134,20501,1
22638,23135,23133,1
22639,23136,20502,1
22640,23137,23135,1
22641,23138,20501,1
22642,23139,20502,1
22643,23140,23133,1
22644,23141,54648,1
22645,23142,18347,1
22646,23143,22729,1
22647,23144,18347,1
22648,23145,23143,1
22649,23146,20501,1
22650,23147,20502,1
22651,23148,23145,1
22652,23149,20502,1
22653,23150,23145,1
22654,23151,23145,1
22655,23152,20502,1
22656,23153,23145,1
22657,23154,20502,1
22658,23155,23145,1
22659,23156,20501,1
22660,23157,20502,1
22661,23158,18347,1
22662,23159,20501,1
22663,23160,20502,1
22664,23161,23143,1
22665,23162,23161,1
22666,23163,22729,1
22667,23164,18347,1
22668,23165,22729,1
22669,23166,20501,1
22670,23167,23165,1
22671,23168,23167,1
22672,23169,20502,1
22673,23170,23168,1
22674,23171,20502,1
22675,23172,23168,1
22676,23173,23172,1
22677,23174,20501,1
22678,23175,23167,1
22679,23176,20501,1
22680,23177,23165,1
22681,23178,20502,1
22682,23179,23177,1
22683,23180,20501,1
22684,23181,23165,1
22685,23182,20502,1
22686,23183,23181,1
22687,23184,20502,1
22688,23185,23181,1
22689,23186,20501,1
22690,23187,20502,1
22691,23188,23165,1
22692,23189,20501,1
22693,23190,20502,1
22694,23191,23165,1
22695,23192,18347,1
22696,23193,23165,1
22697,23194,22729,1
22698,23195,23194,1
22699,23196,20501,1
22700,23197,23195,1
22701,23198,20501,1
22702,23199,23195,1
22703,23200,20502,1
22704,23201,20502,1
22705,23202,20501,1
22706,23203,20502,1
22707,23204,23195,1
22708,23205,20501,1
22709,23206,23195,1
22710,23207,20502,1
22711,23208,23206,1
22712,23209,20501,1
22713,23210,23194,1
22714,23211,20502,1
22715,23212,23210,1
22716,23213,20502,1
22717,23214,23210,1
22718,23215,20501,1
22719,23216,23194,1
22720,23217,20502,1
22721,23218,23194,1
22722,23219,18347,1
22723,23220,22729,1
22724,23221,20501,1
22725,23222,20502,1
22726,23223,23220,1
22727,23224,20502,1
22728,23225,23223,1
22729,23226,20502,1
22730,23227,23223,1
22731,23228,20502,1
22732,23229,23223,1
22733,23230,23229,1
22734,23231,23229,1
22735,23232,20501,1
22736,23233,23220,1
22737,23234,23233,1
22738,23235,20501,1
22739,23236,23234,1
22740,23237,20502,1
22741,23238,23236,1
22742,23239,23234,1
22743,23240,20501,1
22744,23241,23234,1
22745,23242,20502,1
22746,23243,23241,1
22747,23244,20501,1
22748,23245,20502,1
22749,23246,23234,1
22750,23247,20501,1
22751,23248,20502,1
22752,23249,23233,1
22753,23250,23249,1
22754,23251,23249,1
22755,23252,20502,1
22756,23253,23249,1
22757,23254,23220,1
22758,23255,20501,1
22759,23256,23254,1
22760,23257,20501,1
22761,23258,20502,1
22762,23259,23256,1
22763,23260,23256,1
22764,23261,23256,1
22765,23262,23261,1
22766,23263,23261,1
22767,23264,23256,1
22768,23265,20502,1
22769,23266,23256,1
22770,23267,23266,1
22771,23268,20502,1
22772,23269,23266,1
22773,23270,20501,1
22774,23271,20502,1
22775,23272,23254,1
22776,23273,23272,1
22777,23274,23272,1
22778,23275,20502,1
22779,23276,23272,1
22780,23277,23272,1
22781,23278,20501,1
22782,23279,20502,1
22783,23280,23254,1
22784,23281,20501,1
22785,23282,23254,1
22786,23283,20501,1
22787,23284,20502,1
22788,23285,23220,1
22789,23286,20502,1
22790,23287,23285,1
22791,23288,20502,1
22792,23289,23285,1
22793,23290,20501,1
22794,23291,23220,1
22795,23292,23291,1
22796,23293,20502,1
22797,23294,23291,1
22798,23295,20502,1
22799,23296,23291,1
22800,23297,23291,1
22801,23298,20501,1
22802,23299,20501,1
22803,23300,23301,1
22804,23301,23220,1
22805,23302,23220,1
22806,23303,20501,1
22807,23304,23302,1
22808,23305,20501,1
22809,23306,23302,1
22810,23307,18347,1
22811,23308,22729,1
22812,23309,20501,1
22813,23310,23308,1
22814,23311,23310,1
22815,23312,20501,1
22816,23313,20502,1
22817,23314,23308,1
22818,23315,20502,1
22819,23316,23314,1
22820,23317,18347,1
22821,23318,23319,1
22822,23319,22729,1
22823,23320,20501,1
22824,23321,23319,1
22825,23322,18347,1
22826,23323,22729,1
22827,23324,18347,1
22828,23325,22729,1
22829,23326,20501,1
22830,23327,20502,1
22831,23328,23325,1
22832,23329,23597,1
22833,23330,23325,1
22834,23331,23597,1
22835,23332,20501,1
22836,23333,23330,1
22837,23334,23333,1
22838,23335,20501,1
22839,23336,23330,1
22840,23337,18347,1
22841,23338,20501,1
22842,23339,20502,1
22843,23340,23325,1
22844,23341,23597,1
22845,23342,23325,1
22846,23343,20501,1
22847,23344,20502,1
22848,23345,23325,1
22849,23346,20501,1
22850,23347,23325,1
22851,23348,20501,1
22852,23349,23325,1
22853,23350,20501,1
22854,23351,23325,1
22855,23352,18347,1
22856,23353,22729,1
22857,23354,18347,1
22858,23355,23353,1
22859,23356,18347,1
22860,23357,23353,1
22861,23358,18347,1
22862,23359,22729,1
22863,23360,23359,1
22864,23361,23597,1
22865,23362,23361,1
22866,23363,18347,1
22867,23364,22729,1
22868,23365,23364,1
22869,23366,20501,1
22870,23367,20502,1
22871,23368,23364,1
22872,23369,20502,1
22873,23370,23365,1
22874,23371,20501,1
22875,23372,23364,1
22876,23373,18347,1
22877,23374,22729,1
22878,23375,20501,1
22879,23376,23374,1
22880,23377,20502,1
22881,23378,23376,1
22882,23379,20502,1
22883,23380,23376,1
22884,23381,18347,1
22885,23382,22729,1
22886,23383,20501,1
22887,23384,20502,1
22888,23385,23382,1
22889,23386,18347,1
22890,23387,22729,1
22891,23388,23387,1
22892,23389,20501,1
22893,23390,23388,1
22894,23391,20502,1
22895,23392,23390,1
22896,23393,23390,1
22897,23394,20502,1
22898,23395,23390,1
22899,23396,23390,1
22900,23397,23390,1
22901,23398,20502,1
22902,23399,23390,1
22903,23400,23390,1
22904,23401,23390,1
22905,23402,23390,1
22906,23403,23390,1
22907,23404,20501,1
22908,23405,23388,1
22909,23406,20502,1
22910,23407,23390,1
22911,23408,23390,1
22912,23409,20502,1
22913,23410,23408,1
22914,23411,20502,1
22915,23412,20502,1
22916,23413,23390,1
22917,23414,23413,1
22918,23415,20502,1
22919,23416,23390,1
22920,23417,20501,1
22921,23418,23388,1
22922,23419,20502,1
22923,23420,23418,1
22924,23421,20501,1
22925,23422,23388,1
22926,23423,23422,1
22927,23424,20502,1
22928,23425,23423,1
22929,23426,23423,1
22930,23427,23423,1
22931,23428,23388,1
22932,23429,20501,1
22933,23430,23388,1
22934,23431,20502,1
22935,23432,23430,1
22936,23433,23430,1
22937,23434,23433,1
22938,23435,20502,1
22939,23436,23430,1
22940,23437,23436,1
22941,23438,23387,1
22942,23439,23438,1
22943,23440,20501,1
22944,23441,23438,1
22945,23442,23441,1
22946,23443,20502,1
22947,23444,20502,1
22948,23445,23441,1
22949,23446,20502,1
22950,23447,23441,1
22951,23448,20502,1
22952,23449,23441,1
22953,23450,20501,1
22954,23451,23438,1
22955,23452,23589,1
22956,23453,20502,1
22957,23454,23451,1
22958,23455,20502,1
22959,23456,23451,1
22960,23457,23451,1
22961,23458,20501,1
22962,23459,23438,1
22963,23460,20502,1
22964,23461,23459,1
22965,23462,20502,1
22966,23463,23459,1
22967,23464,23589,1
22968,23465,23464,1
22969,23466,23464,1
22970,23467,23589,1
22971,23468,20501,1
22972,23469,23438,1
22973,23470,20502,1
22974,23471,20502,1
22975,23472,23469,1
22976,23473,20502,1
22977,23474,23469,1
22978,23475,20502,1
22979,23476,23469,1
22980,23477,20502,1
22981,23478,23469,1
22982,23479,20502,1
22983,23480,23469,1
22984,23481,23469,1
22985,23482,20501,1
22986,23483,23438,1
22987,23484,20501,1
22988,23485,23483,1
22989,23486,23485,1
22990,23487,20502,1
22991,23488,23486,1
22992,23489,20502,1
22993,23490,23486,1
22994,23491,20502,1
22995,23492,23485,1
22996,23493,20501,1
22997,23494,23483,1
22998,23495,20501,1
22999,23496,23438,1
23000,23497,20502,1
23001,23498,23496,1
23002,23499,23496,1
23003,23500,20502,1
23004,23501,23499,1
23005,23502,20502,1
23006,23503,23496,1
23007,23504,23589,1
23008,23505,20501,1
23009,23506,23438,1
23010,23507,23589,1
23011,23508,20502,1
23012,23509,20502,1
23013,23510,23506,1
23014,23511,23510,1
23015,23512,20502,1
23016,23513,23506,1
23017,23514,20502,1
23018,23515,23506,1
23019,23516,20502,1
23020,23517,23506,1
23021,23518,23507,1
23022,23519,20502,1
23023,23520,23506,1
23024,23521,23589,1
23025,23522,20502,1
23026,23523,23506,1
23027,23524,23589,1
23028,23525,23506,1
23029,23526,23589,1
23030,23527,20501,1
23031,23528,23438,1
23032,23529,20502,1
23033,23530,23528,1
23034,23531,23589,1
23035,23532,23528,1
23036,23533,23589,1
23037,23534,20502,1
23038,23535,23528,1
23039,23536,20501,1
23040,23537,23438,1
23041,23538,20502,1
23042,23539,23537,1
23043,23540,23589,1
23044,23541,20501,1
23045,23542,23438,1
23046,23543,20502,1
23047,23544,23542,1
23048,23545,20502,1
23049,23546,23542,1
23050,23547,23542,1
23051,23548,23589,1
23052,23549,20502,1
23053,23550,23542,1
23054,23551,20502,1
23055,23552,23542,1
23056,23553,20502,1
23057,23554,23547,1
23058,23555,23548,1
23059,23556,20502,1
23060,23557,23542,1
23061,23558,20502,1
23062,23559,23542,1
23063,23560,23542,1
23064,23561,23542,1
23065,23562,20502,1
23066,23563,23547,1
23067,23564,20501,1
23068,23565,23438,1
23069,23566,23565,1
23070,23567,20502,1
23071,23568,23565,1
23072,23569,20501,1
23073,23570,23438,1
23074,23571,20502,1
23075,23572,23570,1
23076,23573,20502,1
23077,23574,23438,1
23078,23575,23589,1
23079,23576,23570,1
23080,23577,23575,1
23081,23578,23570,1
23082,23579,23589,1
23083,23580,23589,1
23084,23581,20502,1
23085,23582,23570,1
23086,23583,23582,1
23087,23584,23580,1
23088,23585,20502,1
23089,23586,23582,1
23090,23587,23580,1
23091,23588,20504,1
23092,23589,23597,1
23093,23590,23589,1
23094,23591,23589,1
23095,23592,23591,1
23096,23593,23591,1
23097,23594,23589,1
23098,23595,23589,1
23099,23596,23595,1
23100,23597,11715,1
23101,23598,23597,1
23102,23599,23597,1
23103,23600,23597,1
23104,23601,23597,1
23105,23602,23601,1
23106,23603,23601,1
23107,23604,22729,1
23108,23605,23604,1
23109,23606,11718,1
23110,23607,22729,1
23111,23608,22729,1
23112,23609,54644,1
23113,23610,21269,1
23114,23611,54644,1
23115,23612,21269,1
23116,23613,54644,1
23117,23614,21269,1
23118,23615,54644,1
23119,23616,21269,1
23120,23617,54644,1
23121,23618,21269,1
23122,23619,54644,1
23123,23620,21269,1
23124,23621,54644,1
23125,23622,21269,1
23126,23623,54654,1
23127,23624,54659,1
23128,23625,54644,1
23129,23626,21269,1
23130,23627,39783,1
23131,23628,54648,1
23132,23629,23626,1
23133,23630,54648,1
23134,23631,54648,1
23135,23632,23626,1
23136,23633,54648,1
23137,23634,23626,1
